-674, 0, 0, 0, 5000, 0
-675, 0, 0, 0, 5000, 0
-675, 0, 0, 0, 5000, 0
-675, 0, 0, 0, 5000, 0
-675, 0, 0, 0, 5000, 0
-675, 0, 0, 0, 5000, 0
-675, 0, 0, 0, 5000, 0
-675, 0, 0, 0, 5000, 0
-676, 0, 0, 0, 5000, 0
-676, 0, 0, 0, -855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-855, 0, 0, 0, 5000, 0
-854, 0, 0, 0, 5000, 0
-854, 0, 0, 0, 5000, 0
-854, 0, 0, 0, 5000, 0
-854, 0, 0, 0, 5000, 0
-854, 0, 0, 0, 5000, 0
-854, 0, 0, 0, 5000, 0
-853, 0, 0, 0, 5000, 0
-853, 0, 0, 0, 5000, 0
-853, 0, 0, 0, 5000, 0
-853, 0, 0, 0, 5000, 0
-853, 0, 0, 0, 5000, 0
-853, 0, 0, 0, 5000, 0
-853, 0, 0, 0, 5000, 0
-853, 0, 0, 0, 5000, 0
-853, 0, 0, 0, 5000, 0
-853, 0, 0, 0, 5000, 0
-853, 0, 0, 0, 5000, 0
-852, 0, 0, 0, 5000, 0
-852, 0, 0, 0, 5000, 0
-852, 0, 0, 0, 5000, 0
-852, 0, 0, 0, 5000, 0
-852, 0, 0, 0, 5000, 0
-851, 0, 0, 0, 5000, 0
-851, 0, 0, 0, 5000, 0
-851, 0, 0, 0, 5000, 0
-851, 0, 0, 0, 5000, 0
-851, 0, 0, 0, 5000, 0
-850, 0, 0, 0, 5000, 0
-850, 0, 0, 0, 5000, 0
-850, 0, 0, 0, 5000, 0
-850, 0, 0, 0, 5000, 0
-850, 0, 0, 0, 5000, 0
-850, 0, 0, 0, 5000, 0
-849, 0, 0, 0, 5000, 0
-849, 0, 0, 0, 5000, 0
-849, 0, 0, 0, 5000, 0
