-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-85-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
-858, 0, 0, 5000, 0
