3145, 4, 1533, 3641
3146, 6, 1533, 3641
3148, 7, 1533, 3641
3150, 9, 1533, 3641
3151, 10, 1533, 3641
3152, 11, 766, 3641
3153, 13, 1533, 3641
3155, 14, 1533, 3641
3156, 16, 1533, 3641
3158, 17, 1533, 3641
3160, 19, 1533, 3643222, 9, 0, 3141
3222, 9, -766, 3141
3224, 9, 766, 3141
3225, 9, 0, 3141
3226, 9, 0, 3141
3228, 9, 0, 3141
3229, 9, 0, 3141
3230, 9, 0, 3141
3231, 9, 0, 3141
3232, 9, 0, 3141
3234, 9, 0, 3141
3235, 9, 0, 3141
3236, 9, 0, 3141
3237, 9, -766, 3141
3239, 9, 766, 3141
3239, 9, -766, 3141
3241, 9, 766, 3141
3242, 9, -766, 3141
3243, 9, 766, 3141
3245, 9, 0, 3141
3245, 9, -766, 3141
3247, 9, 766, 3141
3248, 9, -766, 3141
3249, 9, 766, 3141
3250, 9, -766, 3141
3252, 9, 0, 3141
3252, 8, -766, 3141
3254, 9, 766, 3141
3255, 9, 0, 3141
3256, 9, 0, 3141
3258, 9, 0, 3141
3258, 8, -766, 3141
3260, 9, 766, 3141
3261, 8, -766, 3141
3262, 8, 0, 3141
3263, 8, 0, 3141
3265, 8, 0, 3141
3265, 8, 0, 3141
3267, 8, 0, 3141
3268, 7, -766, 3141
3269, 8, 766, 3141
3270, 7, -766, 3141
3271, 8, 766, 3141
3272, 8, 0, 3141
3274, 8, 0, 3141
3275, 7, -766, 3141
3276, 8, 766, 3141
3277, 7, -766, 3141
3278, 7, 0, 3141
3279, 7, 0, 3141
3281, 7, 0, 3141
3281, 7, 0, 3141
3283, 7, 0, 3141
3284, 6, -766, 3141
3285, 7, 766, 3141
3286, 6, -766, 3141
3288, 7, 766, 3141
3288, 6, -766, 3141
3290, 7, 766, 3141
3291, 6, -766, 3141
3292, 6, 0, 3141
3293, 6, -766, 3141
3294, 6, 766, 3141
3295, 6, -766, 3141
3297, 6, 766, 3141
3298, 6, -766, 3141
3299, 6, 766, 3141
3300, 6, -766, 3141
3301, 6, 0, 3141
3302, 6, 0, 3141
3304, 6, 0, 3141
3304, 6, 0, 3141
3306, 6, 0, 3141
3307, 6, 0, 3141
3308, 5, -766, 3141
